                       	strtok	oldstrtok
Length   40/5, alignment  3/ 9, found:	640.469	1180.02
Length   40/5, alignment  3/ 9, fail:	651.859	1162.11
Length   40/5, alignment  3/15, found:	642.078	1170.25
Length   40/5, alignment  3/15, fail:	661.625	1154.78
Length   40/5, alignment  9/ 0, found:	641.281	1184.09
Length   40/5, alignment  9/ 0, fail:	651.859	1177.56
Length   40/5, alignment  9/ 3, found:	648.594	1175.95
Length   40/5, alignment  9/ 3, fail:	652.672	1175.12
Length   40/5, alignment  9/ 9, found:	641.281	1185.7
Length   40/5, alignment  9/ 9, fail:	661.609	1166.98
Length   40/5, alignment  9/15, found:	649.406	1175.12
Length   40/5, alignment  9/15, fail:	652.672	1174.33
Length   40/5, alignment 15/ 0, found:	640.453	1166.98
Length   40/5, alignment 15/ 0, fail:	660.797	1161.3
Length   40/5, alignment 15/ 3, found:	639.641	1165.36
Length   40/5, alignment 15/ 3, fail:	652.672	1170.23
Length   40/5, alignment 15/ 9, found:	640.469	1156.42
Length   40/5, alignment 15/ 9, fail:	659.984	1162.92
Length   40/5, alignment 15/15, found:	641.281	1166.17
Length   40/5, alignment 15/15, fail:	652.656	1171.88
Length   45/5, alignment  0/ 0, found:	659.188	1193.84
Length   45/5, alignment  0/ 0, fail:	651.844	1175.94
Length   45/5, alignment  0/ 3, found:	651.031	1200.36
Length   45/5, alignment  0/ 3, fail:	661.625	1170.25
Length   45/5, alignment  0/ 9, found:	660	1200.36
Length   45/5, alignment  0/ 9, fail:	653.484	1176.75
Length   45/5, alignment  0/15, found:	650.234	1201.98
Length   45/5, alignment  0/15, fail:	661.625	1169.44
Length   45/5, alignment  3/ 0, found:	662.438	1204.42
Length   45/5, alignment  3/ 0, fail:	653.484	1162.92
Length   45/5, alignment  3/ 3, found:	668.953	1193.86
Length   45/5, alignment  3/ 3, fail:	652.672	1162.11
Length   45/5, alignment  3/ 9, found:	659.172	1204.42
Length   45/5, alignment  3/ 9, fail:	652.672	1153.97
Length   45/5, alignment  3/15, found:	846.344	1203.61
Length   45/5, alignment  3/15, fail:	652.672	1162.92
Length   45/5, alignment  9/ 0, found:	651.047	1189.78
Length   45/5, alignment  9/ 0, fail:	654.297	1175.14
Length   45/5, alignment  9/ 3, found:	651.047	1196.3
Length   45/5, alignment  9/ 3, fail:	651.859	1167.8
Length   45/5, alignment  9/ 9, found:	658.359	1188.16
Length   45/5, alignment  9/ 9, fail:	652.672	1176.75
Length   45/5, alignment  9/15, found:	650.234	1200.36
Length   45/5, alignment  9/15, fail:	660.797	1166.98
Length   45/5, alignment 15/ 0, found:	660	1201.98
Length   45/5, alignment 15/ 0, fail:	651.859	1171.88
Length   45/5, alignment 15/ 3, found:	668.125	1181.64
Length   45/5, alignment 15/ 3, fail:	663.25	1171.06
Length   45/5, alignment 15/ 9, found:	659.984	1193.03
Length   45/5, alignment 15/ 9, fail:	651.844	1162.11
Length   45/5, alignment 15/15, found:	666.5	1182.45
Length   45/5, alignment 15/15, fail:	652.672	1171.06
Length   50/5, alignment  0/ 0, found:	659.172	1209.31
Length   50/5, alignment  0/ 0, fail:	661.625	1168.62
Length   50/5, alignment  0/ 3, found:	660.812	1211.75
Length   50/5, alignment  0/ 3, fail:	653.484	1175.95
Length   50/5, alignment  0/ 9, found:	667.328	1202
Length   50/5, alignment  0/ 9, fail:	662.438	1179.2
Length   50/5, alignment  0/15, found:	659.188	1211.75
Length   50/5, alignment  0/15, fail:	652.656	1169.44
Length   50/5, alignment  3/ 0, found:	689.297	1208.5
Length   50/5, alignment  3/ 0, fail:	651.859	1163.73
Length   50/5, alignment  3/ 3, found:	668.141	1217.45
Length   50/5, alignment  3/ 3, fail:	662.438	1153.97
Length   50/5, alignment  3/ 9, found:	668.125	1216.64
Length   50/5, alignment  3/ 9, fail:	652.656	1162.92
Length   50/5, alignment  3/15, found:	676.266	1209.31
Length   50/5, alignment  3/15, fail:	652.672	1163.73
Length   50/5, alignment  9/ 0, found:	659.188	1206.88
Length   50/5, alignment  9/ 0, fail:	652.672	1167.81
Length   50/5, alignment  9/ 3, found:	668.953	1198.73
Length   50/5, alignment  9/ 3, fail:	653.484	1175.95
Length   50/5, alignment  9/ 9, found:	659.984	1207.69
Length   50/5, alignment  9/ 9, fail:	663.25	1167
Length   50/5, alignment  9/15, found:	660.797	1207.67
Length   50/5, alignment  9/15, fail:	653.484	1176.77
Length   50/5, alignment 15/ 0, found:	677.094	1190.59
Length   50/5, alignment 15/ 0, fail:	653.484	1171.06
Length   50/5, alignment 15/ 3, found:	668.953	1199.55
Length   50/5, alignment 15/ 3, fail:	652.672	1162.92
Length   50/5, alignment 15/ 9, found:	677.078	1189.77
Length   50/5, alignment 15/ 9, fail:	652.672	1170.25
Length   50/5, alignment 15/15, found:	668.141	1198.73
Length   50/5, alignment 15/15, fail:	660.797	1162.11
Length   55/5, alignment  0/ 0, found:	668.125	1223.97
Length   55/5, alignment  0/ 0, fail:	651.844	1179.2
Length   55/5, alignment  0/ 3, found:	677.078	1215.83
Length   55/5, alignment  0/ 3, fail:	652.672	1176.77
Length   55/5, alignment  0/ 9, found:	668.125	1223.95
Length   55/5, alignment  0/ 9, fail:	651.859	1167.81
Length   55/5, alignment  0/15, found:	676.281	1215.02
Length   55/5, alignment  0/15, fail:	652.672	1180.02
Length   55/5, alignment  3/ 0, found:	679.531	1225.59
Length   55/5, alignment  3/ 0, fail:	659.984	1153.98
Length   55/5, alignment  3/ 3, found:	678.719	1225.59
Length   55/5, alignment  3/ 3, fail:	651.859	1638.19
Length   55/5, alignment  3/ 9, found:	677.906	1227.22
Length   55/5, alignment  3/ 9, fail:	653.484	1162.92
Length   55/5, alignment  3/15, found:	687.656	1217.44
Length   55/5, alignment  3/15, fail:	652.672	1162.11
Length   55/5, alignment  9/ 0, found:	678.719	1231.28
Length   55/5, alignment  9/ 0, fail:	653.484	1166.17
Length   55/5, alignment  9/ 3, found:	687.656	1229.66
Length   55/5, alignment  9/ 3, fail:	652.672	1176.77
Length   55/5, alignment  9/ 9, found:	678.719	1223.14
Length   55/5, alignment  9/ 9, fail:	660.812	1166.98
Length   55/5, alignment  9/15, found:	679.516	1229.66
Length   55/5, alignment  9/15, fail:	653.484	1175.12
Length   55/5, alignment 15/ 0, found:	686.031	1204.42
Length   55/5, alignment 15/ 0, fail:	651.844	1172.69
Length   55/5, alignment 15/ 3, found:	677.891	1212.56
Length   55/5, alignment 15/ 3, fail:	661.609	1162.92
Length   55/5, alignment 15/ 9, found:	678.703	1214.19
Length   55/5, alignment 15/ 9, fail:	653.484	1171.88
Length   55/5, alignment 15/15, found:	685.219	1202.81
Length   55/5, alignment 15/15, fail:	653.484	1171.06
Length   60/5, alignment  0/ 0, found:	697.438	1253.27
Length   60/5, alignment  0/ 0, fail:	660.812	1170.25
Length   60/5, alignment  0/ 3, found:	697.422	1251.62
Length   60/5, alignment  0/ 3, fail:	652.672	1178.39
Length   60/5, alignment  0/ 9, found:	706.375	1244.3
Length   60/5, alignment  0/ 9, fail:	652.672	1180.83
Length   60/5, alignment  0/15, found:	696.625	1253.25
Length   60/5, alignment  0/15, fail:	661.625	1169.42
Length   60/5, alignment  3/ 0, found:	704.75	1245.11
Length   60/5, alignment  3/ 0, fail:	652.672	1162.92
Length   60/5, alignment  3/ 3, found:	698.234	1236.97
Length   60/5, alignment  3/ 3, fail:	660.797	1153.98
Length   60/5, alignment  3/ 9, found:	695.812	1245.12
Length   60/5, alignment  3/ 9, fail:	651.859	1153.97
Length   60/5, alignment  3/15, found:	706.375	1236.97
Length   60/5, alignment  3/15, fail:	652.672	1161.3
Length   60/5, alignment  9/ 0, found:	697.438	1250.81
Length   60/5, alignment  9/ 0, fail:	661.625	1165.36
Length   60/5, alignment  9/ 3, found:	697.422	1250
Length   60/5, alignment  9/ 3, fail:	652.672	1174.33
Length   60/5, alignment  9/ 9, found:	707.188	1242.67
Length   60/5, alignment  9/ 9, fail:	651.859	1174.31
Length   60/5, alignment  9/15, found:	698.25	1252.44
Length   60/5, alignment  9/15, fail:	661.625	1166.19
Length   60/5, alignment 15/ 0, found:	698.234	1235.34
Length   60/5, alignment 15/ 0, fail:	652.672	1171.88
Length   60/5, alignment 15/ 3, found:	706.375	1222.33
Length   60/5, alignment 15/ 3, fail:	651.844	1171.06
Length   60/5, alignment 15/ 9, found:	697.422	1231.3
Length   60/5, alignment 15/ 9, fail:	659.188	1162.11
Length   60/5, alignment 15/15, found:	706.375	1230.47
Length   60/5, alignment 15/15, fail:	652.672	1169.44
Length   65/5, alignment  0/ 0, found:	708	1258.95
Length   65/5, alignment  0/ 0, fail:	660.812	1178.38
Length   65/5, alignment  0/ 3, found:	708.828	1268.72
Length   65/5, alignment  0/ 3, fail:	651.859	1168.61
Length   65/5, alignment  0/ 9, found:	718.578	1267.91
Length   65/5, alignment  0/ 9, fail:	652.672	1177.58
Length   65/5, alignment  0/15, found:	708.828	1259.77
Length   65/5, alignment  0/15, fail:	660	1360.69
Length   65/5, alignment  3/ 0, found:	718.594	1283.36
Length   65/5, alignment  3/ 0, fail:	673.828	1153.97
Length   65/5, alignment  3/ 3, found:	717.781	1276.84
Length   65/5, alignment  3/ 3, fail:	653.484	1163.73
Length   65/5, alignment  3/ 9, found:	726.734	1267.09
Length   65/5, alignment  3/ 9, fail:	652.672	1161.3
Length   65/5, alignment  3/15, found:	717.781	1272.8
Length   65/5, alignment  3/15, fail:	659.984	1155.61
Length   65/5, alignment  9/ 0, found:	708.828	1264.66
Length   65/5, alignment  9/ 0, fail:	652.672	1175.14
Length   65/5, alignment  9/ 3, found:	716.156	1254.88
Length   65/5, alignment  9/ 3, fail:	652.672	1175.12
Length   65/5, alignment  9/ 9, found:	708.812	1263.83
Length   65/5, alignment  9/ 9, fail:	661.625	1166.17
Length   65/5, alignment  9/15, found:	708.812	1263.02
Length   65/5, alignment  9/15, fail:	652.656	1174.33
Length   65/5, alignment 15/ 0, found:	726.734	1248.38
Length   65/5, alignment 15/ 0, fail:	652.672	1171.88
Length   65/5, alignment 15/ 3, found:	716.969	1260.58
Length   65/5, alignment 15/ 3, fail:	660	1162.11
Length   65/5, alignment 15/ 9, found:	718.594	1259.77
Length   65/5, alignment 15/ 9, fail:	653.484	1171.06
Length   65/5, alignment 15/15, found:	727.531	1250
Length   65/5, alignment 15/15, fail:	653.484	1169.42
Length   70/5, alignment  0/ 0, found:	718.594	1280.92
Length   70/5, alignment  0/ 0, fail:	661.609	1167.81
Length   70/5, alignment  0/ 3, found:	718.594	1281.73
Length   70/5, alignment  0/ 3, fail:	652.672	1178.39
Length   70/5, alignment  0/ 9, found:	725.922	1274.41
Length   70/5, alignment  0/ 9, fail:	653.484	1177.56
Length   70/5, alignment  0/15, found:	717.781	1282.55
Length   70/5, alignment  0/15, fail:	661.625	1169.44
Length   70/5, alignment  3/ 0, found:	729.172	1285.8
Length   70/5, alignment  3/ 0, fail:	651.844	1154.8
Length   70/5, alignment  3/ 3, found:	735.688	1285
Length   70/5, alignment  3/ 3, fail:	651.844	1160.48
Length   70/5, alignment  3/ 9, found:	727.531	1275.22
Length   70/5, alignment  3/ 9, fail:	661.625	1153.97
Length   70/5, alignment  3/15, found:	726.719	1284.17
Length   70/5, alignment  3/15, fail:	653.484	1153.98
Length   70/5, alignment  9/ 0, found:	726.734	1279.3
Length   70/5, alignment  9/ 0, fail:	653.484	1175.95
Length   70/5, alignment  9/ 3, found:	718.594	1270.34
Length   70/5, alignment  9/ 3, fail:	661.625	1177.58
Length   70/5, alignment  9/ 9, found:	718.594	1280.11
Length   70/5, alignment  9/ 9, fail:	652.672	1167.81
Length   70/5, alignment  9/15, found:	725.109	1279.3
Length   70/5, alignment  9/15, fail:	652.672	1175.94
Length   70/5, alignment 15/ 0, found:	727.547	1271.16
Length   70/5, alignment 15/ 0, fail:	652.672	1171.06
Length   70/5, alignment 15/ 3, found:	726.719	1271.97
Length   70/5, alignment 15/ 3, fail:	661.609	1162.92
Length   70/5, alignment 15/ 9, found:	735.672	1273.59
Length   70/5, alignment 15/ 9, fail:	653.484	1171.88
Length   70/5, alignment 15/15, found:	736.484	1270.34
Length   70/5, alignment 15/15, fail:	652.672	1171.06
Length   75/5, alignment  0/ 0, found:	727.531	1290.7
Length   75/5, alignment  0/ 0, fail:	660.812	1170.25
Length   75/5, alignment  0/ 3, found:	735.672	1290.69
Length   75/5, alignment  0/ 3, fail:	652.672	1359.05
Length   75/5, alignment  0/ 9, found:	737.297	1282.56
Length   75/5, alignment  0/ 9, fail:	652.672	1179.2
Length   75/5, alignment  0/15, found:	726.719	1290.69
Length   75/5, alignment  0/15, fail:	660	1168.62
Length   75/5, alignment  3/ 0, found:	737.297	1306.16
Length   75/5, alignment  3/ 0, fail:	652.672	1154.78
Length   75/5, alignment  3/ 3, found:	744.641	1298.02
Length   75/5, alignment  3/ 3, fail:	651.859	1163.73
Length   75/5, alignment  3/ 9, found:	736.484	1297.2
Length   75/5, alignment  3/ 9, fail:	660.797	1162.11
Length   75/5, alignment  3/15, found:	736.484	1297.2
Length   75/5, alignment  3/15, fail:	652.672	1153.97
Length   75/5, alignment  9/ 0, found:	745.453	1312.67
Length   75/5, alignment  9/ 0, fail:	652.672	1174.31
Length   75/5, alignment  9/ 3, found:	744.641	1302.91
Length   75/5, alignment  9/ 3, fail:	653.484	1176.75
Length   75/5, alignment  9/ 9, found:	736.5	1311.05
Length   75/5, alignment  9/ 9, fail:	661.625	1167
Length   75/5, alignment  9/15, found:	737.312	1307.77
Length   75/5, alignment  9/15, fail:	652.672	1177.56
Length   75/5, alignment 15/ 0, found:	744.625	1280.92
Length   75/5, alignment 15/ 0, fail:	651.859	1171.06
Length   75/5, alignment 15/ 3, found:	735.672	1290.7
Length   75/5, alignment 15/ 3, fail:	659.984	1162.92
Length   75/5, alignment 15/ 9, found:	736.484	1290.7
Length   75/5, alignment 15/ 9, fail:	653.484	1171.05
Length   75/5, alignment 15/15, found:	743.812	1276.05
Length   75/5, alignment 15/15, fail:	653.484	1171.06
Length   12/6, alignment  0/ 0, found:	603.844	1110.84
Length   12/6, alignment  0/ 0, fail:	641.281	1132.81
Length   12/6, alignment  0/ 3, found:	611.969	1101.08
Length   12/6, alignment  0/ 3, fail:	633.125	1141.77
Length   12/6, alignment  0/ 9, found:	603.844	1110.84
Length   12/6, alignment  0/ 9, fail:	633.141	1132
Length   12/6, alignment  0/15, found:	611.156	1101.88
Length   12/6, alignment  0/15, fail:	633.141	1140.14
Length   12/6, alignment  3/ 0, found:	603.031	1110.03
Length   12/6, alignment  3/ 0, fail:	633.953	1132.81
Length   12/6, alignment  3/ 3, found:	612.797	1102.7
Length   12/6, alignment  3/ 3, fail:	633.125	1153.16
Length   12/6, alignment  3/ 9, found:	603.031	1110.03
Length   12/6, alignment  3/ 9, fail:	633.141	1132
Length   12/6, alignment  3/15, found:	611.984	1103.52
Length   12/6, alignment  3/15, fail:	633.938	1152.34
Length   12/6, alignment  9/ 0, found:	602.219	1113.28
Length   12/6, alignment  9/ 0, fail:	633.141	1132.81
Length   12/6, alignment  9/ 3, found:	611.969	1101.06
Length   12/6, alignment  9/ 3, fail:	633.141	1142.58
Length   12/6, alignment  9/ 9, found:	603.844	1110.84
Length   12/6, alignment  9/ 9, fail:	631.516	1132.81
Length   12/6, alignment  9/15, found:	611.156	1102.7
Length   12/6, alignment  9/15, fail:	633.141	1140.95
Length   12/6, alignment 15/ 0, found:	603.016	1107.59
Length   12/6, alignment 15/ 0, fail:	633.141	1132.81
Length   12/6, alignment 15/ 3, found:	611.172	1101.89
Length   12/6, alignment 15/ 3, fail:	633.125	1140.14
Length   12/6, alignment 15/ 9, found:	603.016	1110.02
Length   12/6, alignment 15/ 9, fail:	633.141	1132
Length   12/6, alignment 15/15, found:	611.172	1101.89
Length   12/6, alignment 15/15, fail:	633.141	1140.12
Length   18/6, alignment  0/ 0, found:	611.172	1143.39
Length   18/6, alignment  0/ 0, fail:	646.969	1170.25
Length   18/6, alignment  0/ 3, found:	621.75	1135.25
Length   18/6, alignment  0/ 3, fail:	646.969	1179.2
Length   18/6, alignment  0/ 9, found:	612.797	1142.58
Length   18/6, alignment  0/ 9, fail:	655.109	1171.88
Length   18/6, alignment  0/15, found:	611.969	1142.58
Length   18/6, alignment  0/15, fail:	646.156	1180.02
Length   18/6, alignment  3/ 0, found:	620.938	1144.2
Length   18/6, alignment  3/ 0, fail:	654.297	1162.92
Length   18/6, alignment  3/ 3, found:	621.734	1152.34
Length   18/6, alignment  3/ 3, fail:	646.984	1171.06
Length   18/6, alignment  3/ 9, found:	621.734	1143.41
Length   18/6, alignment  3/ 9, fail:	655.109	1163.73
Length   18/6, alignment  3/15, found:	620.125	1151.53
Length   18/6, alignment  3/15, fail:	646.156	1171.06
Length   18/6, alignment  9/ 0, found:	621.75	1134.44
Length   18/6, alignment  9/ 0, fail:	655.922	1167.81
Length   18/6, alignment  9/ 3, found:	611.984	1142.58
Length   18/6, alignment  9/ 3, fail:	646.969	1167.81
Length   18/6, alignment  9/ 9, found:	620.109	1135.25
Length   18/6, alignment  9/ 9, fail:	647.781	1168.62
Length   18/6, alignment  9/15, found:	613.609	1145.02
Length   18/6, alignment  9/15, fail:	645.344	1159.67
Length   18/6, alignment 15/ 0, found:	630.703	1143.39
Length   18/6, alignment 15/ 0, fail:	646.969	1173.52
Length   18/6, alignment 15/ 3, found:	621.75	1151.53
Length   18/6, alignment 15/ 3, fail:	646.172	1163.73
Length   18/6, alignment 15/ 9, found:	642.094	1142.58
Length   18/6, alignment 15/ 9, fail:	646.969	1173.5
Length   18/6, alignment 15/15, found:	620.938	1152.34
Length   18/6, alignment 15/15, fail:	656.75	1163.75
Length   24/6, alignment  0/ 0, found:	631.516	1184.89
Length   24/6, alignment  0/ 0, fail:	651.031	1184.08
Length   24/6, alignment  0/ 3, found:	629.891	1174.31
Length   24/6, alignment  0/ 3, fail:	659.984	1175.14
Length   24/6, alignment  0/ 9, found:	630.703	1184.08
Length   24/6, alignment  0/ 9, fail:	651.047	1183.27
Length   24/6, alignment  0/15, found:	638.828	1176.77
Length   24/6, alignment  0/15, fail:	650.219	1182.45
Length   24/6, alignment  3/ 0, found:	629.875	1176.75
Length   24/6, alignment  3/ 0, fail:	651.031	1169.44
Length   24/6, alignment  3/ 3, found:	638.016	1168.62
Length   24/6, alignment  3/ 3, fail:	651.031	1176.77
Length   24/6, alignment  3/ 9, found:	629.875	1177.56
Length   24/6, alignment  3/ 9, fail:	659.172	1168.61
Length   24/6, alignment  3/15, found:	630.688	1178.39
Length   24/6, alignment  3/15, fail:	651.047	1179.2
Length   24/6, alignment  9/ 0, found:	630.703	1182.45
Length   24/6, alignment  9/ 0, fail:	660	1163.73
Length   24/6, alignment  9/ 3, found:	631.516	1182.45
Length   24/6, alignment  9/ 3, fail:	651.047	1174.31
Length   24/6, alignment  9/ 9, found:	637.219	1175.94
Length   24/6, alignment  9/ 9, fail:	660	1175.12
Length   24/6, alignment  9/15, found:	629.891	1184.08
Length   24/6, alignment  9/15, fail:	650.234	1174.31
Length   24/6, alignment 15/ 0, found:	638.844	1153.97
Length   24/6, alignment 15/ 0, fail:	650.234	1177.58
Length   24/6, alignment 15/ 3, found:	630.688	1168.61
Length   24/6, alignment 15/ 3, fail:	651.859	1170.23
Length   24/6, alignment 15/ 9, found:	639.641	1152.34
Length   24/6, alignment 15/ 9, fail:	651.844	1177.56
Length   24/6, alignment 15/15, found:	630.688	1161.3
Length   24/6, alignment 15/15, fail:	661.625	1170.25
Length   30/6, alignment  0/ 0, found:	615.234	1118.98
Length   30/6, alignment  0/ 0, fail:	652.672	1185.72
Length   30/6, alignment  0/ 3, found:	621.75	1110.84
Length   30/6, alignment  0/ 3, fail:	651.047	1183.27
Length   30/6, alignment  0/ 9, found:	612.797	1205.25
Length   30/6, alignment  0/ 9, fail:	664.062	1178.39
Length   30/6, alignment  0/15, found:	615.234	1119.78
Length   30/6, alignment  0/15, fail:	651.859	1186.53
