                       	strstr	simple_strstr	stupid_strstr
Length   25/5, alignment 15/ 0, fail:	361.328	371.906	350.75
Length   25/5, alignment 15/ 3, found:	362.969	393.875	324.703
Length   25/5, alignment 15/ 3, fail:	357.25	385.75	349.938
Length   25/5, alignment 15/ 9, found:	363.766	378.422	325.531
Length   25/5, alignment 15/ 9, fail:	358.078	375.156	365.406
Length   25/5, alignment 15/15, found:	363.781	402.031	323.891
Length   25/5, alignment 15/15, fail:	358.891	394.703	349.125
Length   30/5, alignment  0/ 0, found:	389	413.422	401.203
Length   30/5, alignment  0/ 0, fail:	415.859	439.453	430.516
Length   30/5, alignment  0/ 3, found:	388.984	419.109	402.016
Length   30/5, alignment  0/ 3, fail:	415.047	445.156	432.953
Length   30/5, alignment  0/ 9, found:	401.203	405.266	400.391
Length   30/5, alignment  0/ 9, fail:	427.25	428.062	432.953
Length   30/5, alignment  0/15, found:	389	420.734	400.391
Length   30/5, alignment  0/15, fail:	415.047	444.328	441.891
Length   30/5, alignment  3/ 0, found:	380.047	396.312	400.391
Length   30/5, alignment  3/ 0, fail:	385.75	400.391	440.266
Length   30/5, alignment  3/ 3, found:	383.297	406.906	392.25
Length   30/5, alignment  3/ 3, fail:	385.75	415.047	428.859
Length   30/5, alignment  3/ 9, found:	379.234	403.656	397.141
Length   30/5, alignment  3/ 9, fail:	385.75	410.969	430.5
Length   30/5, alignment  3/15, found:	380.859	419.109	396.328
Length   30/5, alignment  3/15, fail:	389	415.844	426.438
Length   30/5, alignment  9/ 0, found:	393.875	402.016	399.578
Length   30/5, alignment  9/ 0, fail:	423.188	425.609	429.688
Length   30/5, alignment  9/ 3, found:	393.875	415.859	398.766
Length   30/5, alignment  9/ 3, fail:	414.219	438.641	431.312
Length   30/5, alignment  9/ 9, found:	385.75	399.578	399.578
Length   30/5, alignment  9/ 9, fail:	411.781	425.609	440.266
Length   30/5, alignment  9/15, found:	386.562	418.281	406.094
Length   30/5, alignment  9/15, fail:	411.781	441.891	430.5
Length   30/5, alignment 15/ 0, found:	390.625	419.109	361.328
Length   30/5, alignment 15/ 0, fail:	384.109	406.906	389.812
Length   30/5, alignment 15/ 3, found:	391.438	426.438	358.891
Length   30/5, alignment 15/ 3, fail:	384.109	419.109	389.812
Length   30/5, alignment 15/ 9, found:	393.078	406.891	359.688
Length   30/5, alignment 15/ 9, fail:	386.562	398.766	390.625
Length   30/5, alignment 15/15, found:	402.828	421.547	360.516
Length   30/5, alignment 15/15, fail:	393.891	412.594	390.625
Length   35/5, alignment  0/ 0, found:	397.953	401.203	441.891
Length   35/5, alignment  0/ 0, fail:	442.703	453.281	480.953
Length   35/5, alignment  0/ 3, found:	391.438	419.109	445.969
Length   35/5, alignment  0/ 3, fail:	440.266	467.109	488.281
Length   35/5, alignment  0/ 9, found:	392.25	399.578	438.641
Length   35/5, alignment  0/ 9, fail:	441.906	462.234	478.516
Length   35/5, alignment  0/15, found:	391.438	419.109	438.625
Length   35/5, alignment  0/15, fail:	450.844	468.75	478.516
Length   35/5, alignment  3/ 0, found:	398.766	407.703	431.312
Length   35/5, alignment  3/ 0, fail:	411.781	425.609	470.375
Length   35/5, alignment  3/ 3, found:	392.25	419.922	439.453
Length   35/5, alignment  3/ 3, fail:	415.859	441.078	472.812
Length   35/5, alignment  3/ 9, found:	394.703	415.859	433.75
Length   35/5, alignment  3/ 9, fail:	419.109	436.188	472.828
Length   35/5, alignment  3/15, found:	397.141	423.172	431.312
Length   35/5, alignment  3/15, fail:	427.25	441.891	472.812
Length   35/5, alignment  9/ 0, found:	379.234	386.547	437.828
Length   35/5, alignment  9/ 0, fail:	435.375	451.672	476.062
Length   35/5, alignment  9/ 3, found:	369.469	397.938	441.891
Length   35/5, alignment  9/ 3, fail:	436.203	465.5	480.141
Length   35/5, alignment  9/ 9, found:	366.219	384.109	443.531
Length   35/5, alignment  9/ 9, fail:	439.453	458.984	485.031
Length   35/5, alignment  9/15, found:	376.781	402.016	440.266
Length   35/5, alignment  9/15, fail:	445.156	466.297	475.266
Length   35/5, alignment 15/ 0, found:	392.266	409.344	425.609
Length   35/5, alignment 15/ 0, fail:	419.922	422.359	449.219
Length   35/5, alignment 15/ 3, found:	390.625	420.734	423.984
Length   35/5, alignment 15/ 3, fail:	418.297	435.375	465.5
Length   35/5, alignment 15/ 9, found:	391.438	410.156	442.719
Length   35/5, alignment 15/ 9, fail:	407.719	430.5	437.812
Length   35/5, alignment 15/15, found:	389	431.312	413.406
Length   35/5, alignment 15/15, fail:	420.734	436.203	448.406
Length   40/5, alignment  0/ 0, found:	386.547	395.516	502.109
Length   40/5, alignment  0/ 0, fail:	476.078	491.547	576.984
Length   40/5, alignment  0/ 3, found:	375.984	408.531	516.766
Length   40/5, alignment  0/ 3, fail:	464.688	492.344	559.891
Length   40/5, alignment  0/ 9, found:	377.609	405.266	503.734
Length   40/5, alignment  0/ 9, fail:	467.125	479.328	549.312
Length   40/5, alignment  0/15, found:	388.188	408.531	484.219
Length   40/5, alignment  0/15, fail:	476.891	493.969	576.984
Length   40/5, alignment  3/ 0, found:	390.625	402.016	485.031
Length   40/5, alignment  3/ 0, fail:	438.641	452.469	542.797
Length   40/5, alignment  3/ 3, found:	393.062	426.422	476.891
Length   40/5, alignment  3/ 3, fail:	438.641	474.438	541.188
Length   40/5, alignment  3/ 9, found:	399.578	402.844	476.891
Length   40/5, alignment  3/ 9, fail:	445.969	452.469	540.359
Length   40/5, alignment  3/15, found:	387.375	417.469	484.219
Length   40/5, alignment  3/15, fail:	436.203	467.938	549.312
Length   40/5, alignment  9/ 0, found:	393.062	407.703	480.953
Length   40/5, alignment  9/ 0, fail:	464.688	485.031	547.688
Length   40/5, alignment  9/ 3, found:	414.219	430.5	480.953
Length   40/5, alignment  9/ 3, fail:	472.016	489.109	556.641
Length   40/5, alignment  9/ 9, found:	393.062	410.969	489.906
Length   40/5, alignment  9/ 9, fail:	460.609	476.062	553.391
Length   40/5, alignment  9/15, found:	396.312	430.5	481.781
Length   40/5, alignment  9/15, fail:	461.422	500.5	545.25
Length   40/5, alignment 15/ 0, found:	406.094	410.969	447.578
Length   40/5, alignment 15/ 0, fail:	443.516	450.031	517.578
Length   40/5, alignment 15/ 3, found:	398.766	429.688	448.406
Length   40/5, alignment 15/ 3, fail:	437	459.797	517.578
Length   40/5, alignment 15/ 9, found:	399.578	409.344	457.359
Length   40/5, alignment 15/ 9, fail:	436.203	459.797	511.062
Length   40/5, alignment 15/15, found:	402.828	437.016	448.406
Length   40/5, alignment 15/15, fail:	446.781	464.672	508.625
Length   45/5, alignment  0/ 0, found:	415.859	424	526.531
Length   45/5, alignment  0/ 0, fail:	492.359	519.203	604.656
Length   45/5, alignment  0/ 3, found:	406.078	430.5	524.891
Length   45/5, alignment  0/ 3, fail:	492.344	528.984	592.438
Length   45/5, alignment  0/ 9, found:	411.781	421.547	525.719
Length   45/5, alignment  0/ 9, fail:	501.297	502.922	598.953
Length   45/5, alignment  0/15, found:	407.719	434.578	536.297
Length   45/5, alignment  0/15, fail:	491.531	526.531	586.75
Length   45/5, alignment  3/ 0, found:	380.047	403.641	517.578
Length   45/5, alignment  3/ 0, fail:	475.266	476.078	587.562
Length   45/5, alignment  3/ 3, found:	380.047	406.906	519.203
Length   45/5, alignment  3/ 3, fail:	465.484	489.094	625
Length   45/5, alignment  3/ 9, found:	379.234	401.203	517.578
Length   45/5, alignment  3/ 9, fail:	467.125	485.031	594.891
Length   45/5, alignment  3/15, found:	384.922	408.531	520.016
Length   45/5, alignment  3/15, fail:	465.5	491.531	598.953
Length   45/5, alignment  9/ 0, found:	402.828	418.297	532.219
Length   45/5, alignment  9/ 0, fail:	486.656	510.25	620.922
Length   45/5, alignment  9/ 3, found:	399.578	431.312	524.094
Length   45/5, alignment  9/ 3, fail:	497.219	513.516	591.641
Length   45/5, alignment  9/ 9, found:	402.016	418.297	547.688
Length   45/5, alignment  9/ 9, fail:	489.094	501.297	590
Length   45/5, alignment  9/15, found:	401.219	441.906	542
Length   45/5, alignment  9/15, fail:	485.031	515.141	599.781
Length   45/5, alignment 15/ 0, found:	383.297	397.953	493.984
Length   45/5, alignment 15/ 0, fail:	461.422	472.828	561.516
Length   45/5, alignment 15/ 3, found:	607.094	420.734	493.969
Length   45/5, alignment 15/ 3, fail:	466.297	495.609	554.188
Length   45/5, alignment 15/ 9, found:	393.062	400.391	493.984
Length   45/5, alignment 15/ 9, fail:	474.438	473.625	555.016
Length   45/5, alignment 15/15, found:	384.938	412.594	502.109
Length   45/5, alignment 15/15, fail:	465.5	486.656	563.953
Length   50/5, alignment  0/ 0, found:	410.969	428.062	581.047
Length   50/5, alignment  0/ 0, fail:	519.219	527.344	648.609
Length   50/5, alignment  0/ 3, found:	403.656	430.516	568.844
Length   50/5, alignment  0/ 3, fail:	516.766	542	646.969
Length   50/5, alignment  0/ 9, found:	409.344	430.5	567.219
Length   50/5, alignment  0/ 9, fail:	518.391	528.969	635.578
Length   50/5, alignment  0/15, found:	403.641	435.391	569.656
Length   50/5, alignment  0/15, fail:	513.5	546.062	646.156
Length   50/5, alignment  3/ 0, found:	412.594	430.5	561.531
Length   50/5, alignment  3/ 0, fail:	489.906	500.484	628.25
Length   50/5, alignment  3/ 3, found:	402.016	432.125	561.516
Length   50/5, alignment  3/ 3, fail:	486.656	515.125	658.359
Length   50/5, alignment  3/ 9, found:	403.641	428.875	559.891
Length   50/5, alignment  3/ 9, fail:	489.906	502.938	629.062
Length   50/5, alignment  3/15, found:	412.609	433.75	559.891
Length   50/5, alignment  3/15, fail:	490.719	516.766	635.578
Length   50/5, alignment  9/ 0, found:	401.203	414.219	565.594
Length   50/5, alignment  9/ 0, fail:	518.406	535.484	633.125
Length   50/5, alignment  9/ 3, found:	413.422	429.688	577.797
Length   50/5, alignment  9/ 3, fail:	516.766	538.734	642.094
Length   50/5, alignment  9/ 9, found:	402.828	414.219	576.984
Length   50/5, alignment  9/ 9, fail:	512.688	535.484	630.688
Length   50/5, alignment  9/15, found:	410.969	432.953	578.625
Length   50/5, alignment  9/15, fail:	511.875	541.188	668.125
Length   50/5, alignment 15/ 0, found:	417.484	424.797	540.375
Length   50/5, alignment 15/ 0, fail:	484.203	507.812	599.766
Length   50/5, alignment 15/ 3, found:	415.859	436.203	539.547
Length   50/5, alignment 15/ 3, fail:	489.906	511.891	607.922
Length   50/5, alignment 15/ 9, found:	408.531	420.734	546.875
Length   50/5, alignment 15/ 9, fail:	485.844	507.812	599.766
Length   50/5, alignment 15/15, found:	418.297	436.188	538.734
Length   50/5, alignment 15/15, fail:	494.797	514.328	608.734
Length   55/5, alignment  0/ 0, found:	415.859	421.547	619.297
Length   55/5, alignment  0/ 0, fail:	542.797	560.703	712.891
Length   55/5, alignment  0/ 3, found:	420.734	437.828	612.797
Length   55/5, alignment  0/ 3, fail:	546.062	568.031	728.344
Length   55/5, alignment  0/ 9, found:	415.047	421.547	613.609
Length   55/5, alignment  0/ 9, fail:	541.984	552.578	718.578
Length   55/5, alignment  0/15, found:	410.156	440.266	616.859
Length   55/5, alignment  0/15, fail:	541.172	569.656	712.078
Length   55/5, alignment  3/ 0, found:	409.344	428.875	611.984
Length   55/5, alignment  3/ 0, fail:	520.844	526.531	709.641
Length   55/5, alignment  3/ 3, found:	403.641	434.578	619.312
Length   55/5, alignment  3/ 3, fail:	514.312	546.062	710.438
Length   55/5, alignment  3/ 9, found:	408.531	418.281	610.359
Length   55/5, alignment  3/ 9, fail:	524.078	524.906	716.141
Length   55/5, alignment  3/15, found:	406.906	432.938	619.312
Length   55/5, alignment  3/15, fail:	515.141	550.953	722.656
Length   55/5, alignment  9/ 0, found:	398.766	408.531	616.875
Length   55/5, alignment  9/ 0, fail:	538.734	552.562	731.609
Length   55/5, alignment  9/ 3, found:	393.078	426.438	618.484
Length   55/5, alignment  9/ 3, fail:	547.688	565.594	714.516
Length   55/5, alignment  9/ 9, found:	388.188	405.281	630.703
Length   55/5, alignment  9/ 9, fail:	537.109	559.078	751.953
Length   55/5, alignment  9/15, found:	389.812	421.547	623.359
Length   55/5, alignment  9/15, fail:	546.062	564.781	722.656
Length   55/5, alignment 15/ 0, found:	417.484	431.312	595.703
Length   55/5, alignment 15/ 0, fail:	511.078	533.047	884.594
Length   55/5, alignment 15/ 3, found:	415.047	446.781	587.562
Length   55/5, alignment 15/ 3, fail:	508.625	536.297	681.141
Length   55/5, alignment 15/ 9, found:	413.406	441.078	587.562
Length   55/5, alignment 15/ 9, fail:	519.203	522.453	672.203
Length   55/5, alignment 15/15, found:	419.109	445.953	595.703
Length   55/5, alignment 15/15, fail:	511.875	537.922	673.828
Length   60/5, alignment  0/ 0, found:	396.312	424.812	666.5
Length   60/5, alignment  0/ 0, fail:	576.172	576.984	797.516
Length   60/5, alignment  0/ 3, found:	395.516	423.984	677.094
Length   60/5, alignment  0/ 3, fail:	565.594	600.578	769.047
Length   60/5, alignment  0/ 9, found:	398.766	411.781	665.688
Length   60/5, alignment  0/ 9, fail:	570.469	577.812	759.281
Length   60/5, alignment  0/15, found:	395.5	429.688	659.984
Length   60/5, alignment  0/15, fail:	574.547	594.891	766.594
Length   60/5, alignment  3/ 0, found:	415.047	423.188	663.25
Length   60/5, alignment  3/ 0, fail:	541.172	560.703	748.703
Length   60/5, alignment  3/ 3, found:	422.359	440.281	651.047
Length   60/5, alignment  3/ 3, fail:	536.297	565.594	755.203
Length   60/5, alignment  3/ 9, found:	414.219	433.75	651.859
Length   60/5, alignment  3/ 9, fail:	546.062	551.75	747.875
Length   60/5, alignment  3/15, found:	410.969	443.516	662.438
Length   60/5, alignment  3/15, fail:	539.562	572.906	748.703
Length   60/5, alignment  9/ 0, found:	428.875	431.312	656.734
Length   60/5, alignment  9/ 0, fail:	563.156	576.984	765.781
Length   60/5, alignment  9/ 3, found:	420.734	451.656	658.359
Length   60/5, alignment  9/ 3, fail:	572.922	590.016	756.828
Length   60/5, alignment  9/ 9, found:	417.484	432.938	667.328
Length   60/5, alignment  9/ 9, fail:	564.781	584.297	756.031
Length   60/5, alignment  9/15, found:	428.875	445.156	655.922
Length   60/5, alignment  9/15, fail:	561.531	591.641	768.219
Length   60/5, alignment 15/ 0, found:	418.297	433.75	626.641
Length   60/5, alignment 15/ 0, fail:	545.234	549.312	717.766
Length   60/5, alignment 15/ 3, found:	416.656	442.719	636.391
Length   60/5, alignment 15/ 3, fail:	535.484	567.219	718.578
Length   60/5, alignment 15/ 9, found:	415.859	424.797	625.812
Length   60/5, alignment 15/ 9, fail:	546.062	547.688	727.531
Length   60/5, alignment 15/15, found:	417.484	444.344	625.812
Length   60/5, alignment 15/15, fail:	536.297	572.109	717.766
Length   65/5, alignment  0/ 0, found:	428.062	441.094	704.75
Length   65/5, alignment  0/ 0, fail:	592.453	618.484	804.031
Length   65/5, alignment  0/ 3, found:	421.547	445.953	703.125
Length   65/5, alignment  0/ 3, fail:	600.594	618.5	811.359
Length   65/5, alignment  0/ 9, found:	423.172	448.391	713.703
Length   65/5, alignment  0/ 9, fail:	602.219	603.844	808.906
Length   65/5, alignment  0/15, found:	422.359	447.594	714.531
Length   65/5, alignment  0/15, fail:	590.016	626.625	801.594
Length   65/5, alignment  3/ 0, found:	403.641	406.094	694.984
Length   65/5, alignment  3/ 0, fail:	562.344	576.172	796.703
Length   65/5, alignment  3/ 3, found:	390.625	430.5	695.797
Length   65/5, alignment  3/ 3, fail:	572.109	588.391	801.594
Length   65/5, alignment  3/ 9, found:	394.688	412.594	706.375
Length   65/5, alignment  3/ 9, fail:	564.781	585.938	803.219
Length   65/5, alignment  3/15, found:	391.438	426.422	701.5
Length   65/5, alignment  3/15, fail:	561.531	591.625	793.453
Length   65/5, alignment  9/ 0, found:	415.844	433.766	698.234
Length   65/5, alignment  9/ 0, fail:	592.438	601.406	808.922
Length   65/5, alignment  9/ 3, found:	416.672	455.734	712.078
Length   65/5, alignment  9/ 3, fail:	596.516	615.234	824.375
Length   65/5, alignment  9/ 9, found:	421.562	432.938	712.078
Length   65/5, alignment  9/ 9, fail:	585.109	602.203	815.438
Length   65/5, alignment  9/15, found:	417.484	449.219	720.219
Length   65/5, alignment  9/15, fail:	590	625	803.219
Length   65/5, alignment 15/ 0, found:	411.781	417.484	688.469
Length   65/5, alignment 15/ 0, fail:	563.156	572.922	765.781
Length   65/5, alignment 15/ 3, found:	401.203	429.688	679.531
Length   65/5, alignment 15/ 3, fail:	564.781	585.125	776.375
Length   65/5, alignment 15/ 9, found:	401.203	417.484	677.906
Length   65/5, alignment 15/ 9, fail:	557.453	572.109	762.531
Length   65/5, alignment 15/15, found:	406.094	432.125	686.859
Length   65/5, alignment 15/15, fail:	561.516	589.203	764.172
Length   70/5, alignment  0/ 0, found:	439.453	445.141	745.438
Length   70/5, alignment  0/ 0, fail:	620.922	629.078	891.125
Length   70/5, alignment  0/ 3, found:	438.641	468.75	747.062
Length   70/5, alignment  0/ 3, fail:	637.219	643.719	883.797
Length   70/5, alignment  0/ 9, found:	431.312	451.656	749.5
Length   70/5, alignment  0/ 9, fail:	639.641	642.891	882.969
Length   70/5, alignment  0/15, found:	429.688	457.359	757.656
Length   70/5, alignment  0/15, fail:	618.484	645.344	874.031
Length   70/5, alignment  3/ 0, found:	423.172	434.578	759.281
Length   70/5, alignment  3/ 0, fail:	590.828	611.969	877.281
Length   70/5, alignment  3/ 3, found:	438.641	450.031	755.219
Length   70/5, alignment  3/ 3, fail:	587.578	623.359	878.094
Length   70/5, alignment  3/ 9, found:	437.016	434.578	743
Length   70/5, alignment  3/ 9, fail:	589.188	602.219	887.047
Length   70/5, alignment  3/15, found:	429.688	456.547	743.812
Length   70/5, alignment  3/15, fail:	596.516	616.047	875.641
Length   70/5, alignment  9/ 0, found:	427.25	432.953	744.641
Length   70/5, alignment  9/ 0, fail:	620.938	626.625	880.531
Length   70/5, alignment  9/ 3, found:	423.984	451.656	751.953
Length   70/5, alignment  9/ 3, fail:	614.422	646.969	880.531
Length   70/5, alignment  9/ 9, found:	431.312	434.578	764.156
Length   70/5, alignment  9/ 9, fail:	616.062	634.766	872.391
Length   70/5, alignment  9/15, found:	439.453	453.281	751.141
Length   70/5, alignment  9/15, fail:	614.422	650.234	871.578
Length   70/5, alignment 15/ 0, found:	441.891	444.344	715.344
