                       	oldstrsep	strsep	simple_strsep
Length   25/5, alignment  9/ 3, found:	340.172	328.766	336.094
Length   25/5, alignment  9/ 3, fail:	368.641	358.891	600.578
Length   25/5, alignment  9/ 9, found:	339.359	329.594	336.094
Length   25/5, alignment  9/ 9, fail:	367.844	358.062	600.578
Length   25/5, alignment  9/15, found:	339.359	329.594	334.469
Length   25/5, alignment  9/15, fail:	367.828	358.891	600.578
Length   25/5, alignment 15/ 0, found:	340.172	329.594	335.281
Length   25/5, alignment 15/ 0, fail:	378.422	367.016	600.578
Length   25/5, alignment 15/ 3, found:	338.547	329.578	333.656
Length   25/5, alignment 15/ 3, fail:	377.594	369.469	601.406
Length   25/5, alignment 15/ 9, found:	338.531	329.594	334.469
Length   25/5, alignment 15/ 9, fail:	378.406	367.031	600.578
Length   25/5, alignment 15/15, found:	340.156	329.594	334.469
Length   25/5, alignment 15/15, fail:	376.781	366.203	599.781
Length   30/5, alignment  0/ 0, found:	338.547	330.406	397.953
Length   30/5, alignment  0/ 0, fail:	376.797	367.016	704.75
Length   30/5, alignment  0/ 3, found:	338.547	328.766	397.938
Length   30/5, alignment  0/ 3, fail:	376.797	367.016	704.75
Length   30/5, alignment  0/ 9, found:	339.344	328.766	397.125
Length   30/5, alignment  0/ 9, fail:	377.609	367.031	704.75
Length   30/5, alignment  0/15, found:	338.547	328.781	397.953
Length   30/5, alignment  0/15, fail:	378.406	365.391	704.75
Length   30/5, alignment  3/ 0, found:	348.312	339.359	397.125
Length   30/5, alignment  3/ 0, fail:	386.562	375.984	704.75
Length   30/5, alignment  3/ 3, found:	347.5	339.359	397.125
Length   30/5, alignment  3/ 3, fail:	385.75	375.984	706.375
Length   30/5, alignment  3/ 9, found:	348.312	337.734	398.75
Length   30/5, alignment  3/ 9, fail:	387.375	375.984	704.75
Length   30/5, alignment  3/15, found:	348.312	337.719	397.141
Length   30/5, alignment  3/15, fail:	387.359	376.797	705.562
Length   30/5, alignment  9/ 0, found:	347.5	338.547	398.766
Length   30/5, alignment  9/ 0, fail:	377.609	367.844	704.75
Length   30/5, alignment  9/ 3, found:	349.109	336.906	397.938
Length   30/5, alignment  9/ 3, fail:	378.422	367.031	703.938
Length   30/5, alignment  9/ 9, found:	348.312	338.531	397.125
Length   30/5, alignment  9/ 9, fail:	379.219	367.031	706.375
Length   30/5, alignment  9/15, found:	349.938	338.547	397.953
Length   30/5, alignment  9/15, fail:	377.609	367.031	703.938
Length   30/5, alignment 15/ 0, found:	348.312	337.734	397.938
Length   30/5, alignment 15/ 0, fail:	387.359	375.156	704.75
Length   30/5, alignment 15/ 3, found:	347.5	337.719	397.938
Length   30/5, alignment 15/ 3, fail:	386.562	376.797	704.75
Length   30/5, alignment 15/ 9, found:	348.312	337.719	397.125
Length   30/5, alignment 15/ 9, fail:	387.359	375.984	704.75
Length   30/5, alignment 15/15, found:	349.109	337.719	397.141
Length   30/5, alignment 15/15, fail:	387.359	375.172	705.578
Length   35/5, alignment  0/ 0, found:	348.297	338.547	440.266
Length   35/5, alignment  0/ 0, fail:	387.359	375.984	808.109
Length   35/5, alignment  0/ 3, found:	348.312	337.734	440.266
Length   35/5, alignment  0/ 3, fail:	387.359	375.172	810.547
Length   35/5, alignment  0/ 9, found:	348.312	337.719	439.453
Length   35/5, alignment  0/ 9, fail:	386.562	375.984	809.734
Length   35/5, alignment  0/15, found:	347.5	337.719	439.453
Length   35/5, alignment  0/15, fail:	386.562	376.781	808.906
Length   35/5, alignment  3/ 0, found:	356.453	345.875	439.453
Length   35/5, alignment  3/ 0, fail:	397.953	385.734	809.734
Length   35/5, alignment  3/ 3, found:	357.266	347.5	438.641
Length   35/5, alignment  3/ 3, fail:	396.312	385.75	808.906
Length   35/5, alignment  3/ 9, found:	357.266	347.484	438.641
Length   35/5, alignment  3/ 9, fail:	396.328	385.75	809.734
Length   35/5, alignment  3/15, found:	357.25	345.859	439.453
Length   35/5, alignment  3/15, fail:	398.766	385.734	808.906
Length   35/5, alignment  9/ 0, found:	348.297	337.734	439.453
Length   35/5, alignment  9/ 0, fail:	396.312	385.734	808.922
Length   35/5, alignment  9/ 3, found:	347.5	337.719	440.266
Length   35/5, alignment  9/ 3, fail:	395.5	383.312	808.109
Length   35/5, alignment  9/ 9, found:	347.484	338.547	438.641
Length   35/5, alignment  9/ 9, fail:	396.312	385.734	808.094
Length   35/5, alignment  9/15, found:	349.125	336.922	440.266
Length   35/5, alignment  9/15, fail:	397.953	385.75	808.922
Length   35/5, alignment 15/ 0, found:	356.453	347.484	439.453
Length   35/5, alignment 15/ 0, fail:	396.328	384.938	808.922
Length   35/5, alignment 15/ 3, found:	357.266	347.484	439.453
Length   35/5, alignment 15/ 3, fail:	395.5	384.938	808.922
Length   35/5, alignment 15/ 9, found:	357.25	347.5	438.625
Length   35/5, alignment 15/ 9, fail:	396.328	384.922	808.094
Length   35/5, alignment 15/15, found:	357.266	347.5	439.453
Length   35/5, alignment 15/15, fail:	397.141	385.75	808.906
Length   24/6, alignment  0/ 0, found:	343.422	332.031	496.422
Length   24/6, alignment  0/ 0, fail:	372.719	361.328	902.5
Length   24/6, alignment  0/ 3, found:	342.609	333.656	493.969
Length   24/6, alignment  0/ 3, fail:	373.531	362.969	902.516
Length   24/6, alignment  0/ 9, found:	343.422	332.859	493.156
Length   24/6, alignment  0/ 9, fail:	371.906	362.141	900.062
Length   24/6, alignment  0/15, found:	343.422	332.844	493.172
Length   24/6, alignment  0/15, fail:	372.719	362.141	901.703
Length   24/6, alignment  3/ 0, found:	342.609	332.844	493.969
Length   24/6, alignment  3/ 0, fail:	371.094	362.141	902.516
Length   24/6, alignment  3/ 3, found:	343.422	332.844	493.156
Length   24/6, alignment  3/ 3, fail:	371.906	362.141	902.5
Length   24/6, alignment  3/ 9, found:	342.609	332.031	493.969
Length   24/6, alignment  3/ 9, fail:	371.906	362.156	901.688
Length   24/6, alignment  3/15, found:	343.422	333.656	492.359
Length   24/6, alignment  3/15, fail:	372.719	362.953	900.875
Length   24/6, alignment  9/ 0, found:	343.422	332.844	493.156
Length   24/6, alignment  9/ 0, fail:	372.734	362.141	902.5
Length   24/6, alignment  9/ 3, found:	342.609	332.844	493.984
Length   24/6, alignment  9/ 3, fail:	371.906	362.141	898.438
Length   24/6, alignment  9/ 9, found:	342.609	332.844	493.172
Length   24/6, alignment  9/ 9, fail:	371.906	362.141	901.688
Length   24/6, alignment  9/15, found:	342.609	332.844	493.172
Length   24/6, alignment  9/15, fail:	371.906	361.328	902.516
Length   24/6, alignment 15/ 0, found:	341.797	333.672	494.797
Length   24/6, alignment 15/ 0, fail:	371.906	362.953	898.438
Length   24/6, alignment 15/ 3, found:	343.422	333.656	493.172
Length   24/6, alignment 15/ 3, fail:	373.547	583.5	900.875
Length   24/6, alignment 15/ 9, found:	343.422	333.656	494.797
Length   24/6, alignment 15/ 9, fail:	371.094	362.953	902.516
Length   24/6, alignment 15/15, found:	344.25	332.844	493.984
Length   24/6, alignment 15/15, fail:	371.906	362.141	900.078
Length   30/6, alignment  0/ 0, found:	342.609	333.656	598.953
Length   30/6, alignment  0/ 0, fail:	383.297	371.906	1110.84
Length   30/6, alignment  0/ 3, found:	343.422	333.656	599.766
Length   30/6, alignment  0/ 3, fail:	381.672	371.094	1110.03
Length   30/6, alignment  0/ 9, found:	342.609	332.844	598.953
Length   30/6, alignment  0/ 9, fail:	380.859	370.281	1110.02
Length   30/6, alignment  0/15, found:	342.609	332.844	597.328
Length   30/6, alignment  0/15, fail:	381.672	370.281	1109.22
Length   30/6, alignment  3/ 0, found:	353.188	342.609	599.781
Length   30/6, alignment  3/ 0, fail:	391.438	380.047	1109.22
Length   30/6, alignment  3/ 3, found:	351.562	342.609	597.328
Length   30/6, alignment  3/ 3, fail:	390.625	380.047	1109.22
Length   30/6, alignment  3/ 9, found:	353.203	341.797	598.141
Length   30/6, alignment  3/ 9, fail:	391.438	379.234	1110.03
Length   30/6, alignment  3/15, found:	352.375	340.172	598.156
Length   30/6, alignment  3/15, fail:	390.625	380.859	1110.84
Length   30/6, alignment  9/ 0, found:	352.375	340.984	597.328
Length   30/6, alignment  9/ 0, fail:	380.859	371.094	1110.02
Length   30/6, alignment  9/ 3, found:	352.375	341.797	597.328
Length   30/6, alignment  9/ 3, fail:	381.672	371.094	1109.22
Length   30/6, alignment  9/ 9, found:	352.391	342.609	599.766
Length   30/6, alignment  9/ 9, fail:	383.312	371.094	1109.2
Length   30/6, alignment  9/15, found:	353.188	340.984	598.953
Length   30/6, alignment  9/15, fail:	382.484	371.906	1109.2
Length   30/6, alignment 15/ 0, found:	352.375	341.797	598.141
Length   30/6, alignment 15/ 0, fail:	390.625	381.672	1110.03
Length   30/6, alignment 15/ 3, found:	352.375	340.984	598.141
Length   30/6, alignment 15/ 3, fail:	390.625	380.031	1110.02
Length   30/6, alignment 15/ 9, found:	353.188	342.609	597.328
Length   30/6, alignment 15/ 9, fail:	391.438	380.859	1110.84
Length   30/6, alignment 15/15, found:	351.562	342.609	597.328
Length   30/6, alignment 15/15, fail:	391.438	380.047	1109.22
Length   36/6, alignment  0/ 0, found:	351.562	341.797	700.688
Length   36/6, alignment  0/ 0, fail:	400.391	389.812	1317.55
Length   36/6, alignment  0/ 3, found:	353.203	341.797	699.859
Length   36/6, alignment  0/ 3, fail:	400.391	389	1318.36
Length   36/6, alignment  0/ 9, found:	353.203	342.609	699.875
Length   36/6, alignment  0/ 9, fail:	401.219	389.812	1317.55
Length   36/6, alignment  0/15, found:	352.375	341.797	701.5
Length   36/6, alignment  0/15, fail:	399.578	389.812	1318.36
Length   36/6, alignment  3/ 0, found:	361.328	349.938	699.859
Length   36/6, alignment  3/ 0, fail:	399.578	390.625	1317.55
Length   36/6, alignment  3/ 3, found:	361.328	350.75	701.5
Length   36/6, alignment  3/ 3, fail:	402.031	397.141	1319.17
Length   36/6, alignment  3/ 9, found:	361.328	350.75	699.062
Length   36/6, alignment  3/ 9, fail:	400.391	390.625	1320
Length   36/6, alignment  3/15, found:	361.328	349.938	699.875
Length   36/6, alignment  3/15, fail:	399.578	389	1320
Length   36/6, alignment  9/ 0, found:	354	341.797	699.062
Length   36/6, alignment  9/ 0, fail:	401.203	389	1319.98
Length   36/6, alignment  9/ 3, found:	351.562	341.797	699.859
Length   36/6, alignment  9/ 3, fail:	400.391	389.812	1318.36
Length   36/6, alignment  9/ 9, found:	352.375	341.797	699.859
Length   36/6, alignment  9/ 9, fail:	399.578	389	1317.55
Length   36/6, alignment  9/15, found:	352.375	342.609	699.875
Length   36/6, alignment  9/15, fail:	402.016	389.812	1320.8
Length   36/6, alignment 15/ 0, found:	361.328	350.75	699.875
Length   36/6, alignment 15/ 0, fail:	397.953	389	1510.42
Length   36/6, alignment 15/ 3, found:	361.328	349.922	699.875
Length   36/6, alignment 15/ 3, fail:	399.578	391.438	1318.36
Length   36/6, alignment 15/ 9, found:	360.516	351.562	701.5
Length   36/6, alignment 15/ 9, fail:	400.391	390.625	1321.62
Length   36/6, alignment 15/15, found:	360.516	351.562	699.875
Length   36/6, alignment 15/15, fail:	401.203	389	1319.17
Length   42/6, alignment  0/ 0, found:	360.516	350.734	803.219
Length   42/6, alignment  0/ 0, fail:	416.672	407.719	1528.31
Length   42/6, alignment  0/ 3, found:	362.141	352.375	802.406
Length   42/6, alignment  0/ 3, fail:	417.484	406.078	1527.52
Length   42/6, alignment  0/ 9, found:	362.141	350.75	804.031
Length   42/6, alignment  0/ 9, fail:	418.297	404.453	1531.58
Length   42/6, alignment  0/15, found:	361.328	350.75	803.219
Length   42/6, alignment  0/15, fail:	419.109	405.281	1530.77
Length   42/6, alignment  3/ 0, found:	371.094	359.688	803.219
Length   42/6, alignment  3/ 0, fail:	429.688	415.047	1531.58
Length   42/6, alignment  3/ 3, found:	371.094	359.703	802.406
Length   42/6, alignment  3/ 3, fail:	428.875	415.859	1525.88
Length   42/6, alignment  3/ 9, found:	370.281	361.328	804.859
Length   42/6, alignment  3/ 9, fail:	427.234	415.031	1529.12
Length   42/6, alignment  3/15, found:	370.281	360.516	802.406
Length   42/6, alignment  3/15, fail:	428.062	415.859	1522.62
Length   42/6, alignment  9/ 0, found:	360.516	351.562	804.047
Length   42/6, alignment  9/ 0, fail:	418.297	406.094	1529.14
Length   42/6, alignment  9/ 3, found:	361.328	349.922	803.219
Length   42/6, alignment  9/ 3, fail:	417.484	405.266	1529.12
Length   42/6, alignment  9/ 9, found:	360.516	351.562	803.219
Length   42/6, alignment  9/ 9, fail:	417.484	404.453	1528.33
Length   42/6, alignment  9/15, found:	362.156	350.75	802.406
Length   42/6, alignment  9/15, fail:	415.844	405.281	1527.5
Length   42/6, alignment 15/ 0, found:	370.281	361.328	804.047
Length   42/6, alignment 15/ 0, fail:	427.25	415.859	1522.62
Length   42/6, alignment 15/ 3, found:	368.656	359.688	803.219
Length   42/6, alignment 15/ 3, fail:	428.062	415.031	1528.31
Length   42/6, alignment 15/ 9, found:	369.469	361.328	802.406
Length   42/6, alignment 15/ 9, fail:	428.875	415.859	1527.52
Length   42/6, alignment 15/15, found:	371.094	360.516	803.219
Length   42/6, alignment 15/15, fail:	428.062	415.047	1529.95
Length   28/7, alignment  0/ 0, found:	348.297	337.734	618.5
Length   28/7, alignment  0/ 0, fail:	387.375	375.156	1142.58
Length   28/7, alignment  0/ 3, found:	346.672	337.734	617.672
Length   28/7, alignment  0/ 3, fail:	386.562	374.344	1144.2
Length   28/7, alignment  0/ 9, found:	347.5	336.094	616.047
Length   28/7, alignment  0/ 9, fail:	384.922	375.156	1143.39
Length   28/7, alignment  0/15, found:	346.688	337.719	616.859
Length   28/7, alignment  0/15, fail:	385.734	375.156	1144.22
Length   28/7, alignment  3/ 0, found:	357.266	345.875	616.859
Length   28/7, alignment  3/ 0, fail:	386.562	375.156	1143.41
Length   28/7, alignment  3/ 3, found:	356.453	345.875	616.047
Length   28/7, alignment  3/ 3, fail:	386.547	375.969	1145.83
Length   28/7, alignment  3/ 9, found:	355.625	347.484	616.859
Length   28/7, alignment  3/ 9, fail:	385.75	375.156	1144.2
Length   28/7, alignment  3/15, found:	355.641	345.875	616.859
Length   28/7, alignment  3/15, fail:	385.75	375.156	1143.39
Length   28/7, alignment  9/ 0, found:	345.859	336.906	616.875
Length   28/7, alignment  9/ 0, fail:	386.562	375.969	1144.2
Length   28/7, alignment  9/ 3, found:	349.938	337.719	617.672
Length   28/7, alignment  9/ 3, fail:	387.359	375.156	1334.62
Length   28/7, alignment  9/ 9, found:	347.5	336.922	618.484
Length   28/7, alignment  9/ 9, fail:	385.75	375.172	1143.39
Length   28/7, alignment  9/15, found:	346.672	338.547	617.672
Length   28/7, alignment  9/15, fail:	385.734	375.984	1142.58
Length   28/7, alignment 15/ 0, found:	356.438	346.688	616.047
Length   28/7, alignment 15/ 0, fail:	385.734	374.359	1144.2
Length   28/7, alignment 15/ 3, found:	357.266	347.5	617.672
Length   28/7, alignment 15/ 3, fail:	386.562	375.172	1144.2
Length   28/7, alignment 15/ 9, found:	355.625	346.688	617.672
Length   28/7, alignment 15/ 9, fail:	385.75	375.172	1142.58
Length   28/7, alignment 15/15, found:	357.266	346.672	616.859
Length   28/7, alignment 15/15, fail:	385.75	375.156	1143.39
Length   35/7, alignment  0/ 0, found:	355.625	346.672	731.609
Length   35/7, alignment  0/ 0, fail:	393.078	384.938	1410.31
Length   35/7, alignment  0/ 3, found:	356.453	346.688	731.609
Length   35/7, alignment  0/ 3, fail:	394.703	385.75	1409.52
Length   35/7, alignment  0/ 9, found:	356.438	346.688	730.797
Length   35/7, alignment  0/ 9, fail:	393.875	384.125	1410.31
Length   35/7, alignment  0/15, found:	357.266	346.672	731.609
Length   35/7, alignment  0/15, fail:	395.516	384.922	1410.33
Length   35/7, alignment  3/ 0, found:	367.031	354.828	730.797
Length   35/7, alignment  3/ 0, fail:	403.641	393.875	1409.52
Length   35/7, alignment  3/ 3, found:	365.391	354	732.422
Length   35/7, alignment  3/ 3, fail:	404.469	393.875	1411.14
Length   35/7, alignment  3/ 9, found:	364.578	355.625	730.797
Length   35/7, alignment  3/ 9, fail:	405.266	393.062	1410.31
Length   35/7, alignment  3/15, found:	365.391	355.625	732.422
Length   35/7, alignment  3/15, fail:	406.094	393.875	1408.69
Length   35/7, alignment  9/ 0, found:	354.828	345.859	731.609
Length   35/7, alignment  9/ 0, fail:	404.453	395.516	1410.33
Length   35/7, alignment  9/ 3, found:	356.438	345.875	731.609
Length   35/7, alignment  9/ 3, fail:	403.641	393.062	1410.33
Length   35/7, alignment  9/ 9, found:	356.438	345.875	732.422
Length   35/7, alignment  9/ 9, fail:	404.453	393.891	1410.31
Length   35/7, alignment  9/15, found:	356.453	345.875	729.984
Length   35/7, alignment  9/15, fail:	404.453	392.25	1409.5
Length   35/7, alignment 15/ 0, found:	366.203	354.812	732.422
Length   35/7, alignment 15/ 0, fail:	403.656	393.891	1411.14
Length   35/7, alignment 15/ 3, found:	364.578	355.625	730.797
Length   35/7, alignment 15/ 3, fail:	405.281	393.875	1407.88
Length   35/7, alignment 15/ 9, found:	364.578	355.625	730.797
Length   35/7, alignment 15/ 9, fail:	406.078	393.891	1411.14
Length   35/7, alignment 15/15, found:	366.203	354.828	730.797
Length   35/7, alignment 15/15, fail:	404.469	393.891	1408.69
Length   42/7, alignment  0/ 0, found:	365.391	355.641	882.156
Length   42/7, alignment  0/ 0, fail:	422.359	408.531	1675.61
Length   42/7, alignment  0/ 3, found:	365.406	356.453	882.969
Length   42/7, alignment  0/ 3, fail:	421.547	408.516	1676.42
Length   42/7, alignment  0/ 9, found:	365.391	355.625	882.984
Length   42/7, alignment  0/ 9, fail:	423.188	411.781	1675.62
Length   42/7, alignment  0/15, found:	365.406	354.828	882.156
Length   42/7, alignment  0/15, fail:	420.734	410.156	1675.62
Length   42/7, alignment  3/ 0, found:	374.344	364.578	882.156
Length   42/7, alignment  3/ 0, fail:	432.141	419.922	1675.61
Length   42/7, alignment  3/ 3, found:	374.344	364.578	882.984
Length   42/7, alignment  3/ 3, fail:	432.125	419.109	1674.8
Length   42/7, alignment  3/ 9, found:	375.984	364.578	882.984
Length   42/7, alignment  3/ 9, fail:	432.125	515.141	1677.25
Length   42/7, alignment  3/15, found:	375.969	366.219	883.797
Length   42/7, alignment  3/15, fail:	432.125	419.109	1687.02
Length   42/7, alignment  9/ 0, found:	365.391	356.453	882.984
Length   42/7, alignment  9/ 0, fail:	420.734	410.156	1676.42
Length   42/7, alignment  9/ 3, found:	365.391	355.641	882.156
