                       	strcasestr	simple_strcasestr	stupid_strcasestr
Length   60/30, alignment  3/ 0, found:	1650.39	2986.64	1580.41
Length   60/30, alignment  3/ 0, fail:	1688.64	3033.86	1518.56
Length   60/30, alignment  3/ 3, found:	1628.41	2985.84	1576.34
Length   60/30, alignment  3/ 3, fail:	1682.94	3020.83	1512.86
Length   60/30, alignment  3/ 9, found:	1652.02	2986.66	1576.33
Length   60/30, alignment  3/ 9, fail:	1672.36	3025.72	1520.19
Length   60/30, alignment  3/15, found:	1627.59	2985.02	1568.2
Length   60/30, alignment  3/15, fail:	1671.55	3028.97	1503.09
Length   60/30, alignment  9/ 0, found:	1629.22	3151.03	1586.11
Length   60/30, alignment  9/ 0, fail:	1636.55	2989.91	1529.12
Length   60/30, alignment  9/ 3, found:	1628.42	2987.47	1582.03
Length   60/30, alignment  9/ 3, fail:	1631.67	2986.66	1519.38
Length   60/30, alignment  9/ 9, found:	1650.39	2989.91	1582.84
Length   60/30, alignment  9/ 9, fail:	1634.11	2985.83	1507.97
Length   60/30, alignment  9/15, found:	1628.42	2987.47	1574.72
Length   60/30, alignment  9/15, fail:	1630.03	2970.38	1508.78
Length   60/30, alignment 15/ 0, found:	1627.59	2980.14	1584.47
Length   60/30, alignment 15/ 0, fail:	1672.36	3028.16	1528.33
Length   60/30, alignment 15/ 3, found:	1629.23	2988.28	1582.03
Length   60/30, alignment 15/ 3, fail:	1674.8	3020.83	1516.94
Length   60/30, alignment 15/ 9, found:	1650.39	2985.83	1582.03
Length   60/30, alignment 15/ 9, fail:	1682.12	3021.66	1517.73
Length   60/30, alignment 15/15, found:	1652.02	2986.64	1555.19
Length   60/30, alignment 15/15, fail:	1670.75	3028.97	1472.98
Length   90/30, alignment  0/ 0, found:	1898.61	3236.5	2716.48
Length   90/30, alignment  0/ 0, fail:	2140.3	3489.59	2792.16
Length   90/30, alignment  0/ 3, found:	1878.25	3235.69	2715.66
Length   90/30, alignment  0/ 3, fail:	2133.8	3509.11	2784.83
Length   90/30, alignment  0/ 9, found:	1878.27	3237.31	2714.84
Length   90/30, alignment  0/ 9, fail:	2369.8	3483.89	2788.08
Length   90/30, alignment  0/15, found:	1901.86	3238.12	2710.78
Length   90/30, alignment  0/15, fail:	2136.23	3510.75	2788.08
Length   90/30, alignment  3/ 0, found:	1900.23	3241.38	2708.33
Length   90/30, alignment  3/ 0, fail:	2138.67	3483.08	2783.2
Length   90/30, alignment  3/ 3, found:	1896.97	3238.11	2706.72
Length   90/30, alignment  3/ 3, fail:	2137.86	3487.95	2777.52
Length   90/30, alignment  3/ 9, found:	1879.06	3237.31	2706.7
Length   90/30, alignment  3/ 9, fail:	2136.22	3482.27	2771
Length   90/30, alignment  3/15, found:	1897.78	3236.5	2708.34
Length   90/30, alignment  3/15, fail:	2135.41	3484.7	2790.52
Length   90/30, alignment  9/ 0, found:	1877.44	3237.31	2714.84
Length   90/30, alignment  9/ 0, fail:	2077.62	3451.33	2786.45
Length   90/30, alignment  9/ 3, found:	1900.23	3236.48	2713.2
Length   90/30, alignment  9/ 3, fail:	2100.44	3426.92	2782.39
Length   90/30, alignment  9/ 9, found:	1878.25	3229.17	2712.39
Length   90/30, alignment  9/ 9, fail:	2075.2	3453.78	2786.45
Length   90/30, alignment  9/15, found:	1901.86	3414.72	2708.34
Length   90/30, alignment  9/15, fail:	2076.02	3423.66	2785.66
Length   90/30, alignment 15/ 0, found:	1901.86	3237.3	2709.14
Length   90/30, alignment 15/ 0, fail:	2157.39	3483.08	2766.92
Length   90/30, alignment 15/ 3, found:	1902.67	3237.3	2706.7
Length   90/30, alignment 15/ 3, fail:	2135.42	3487.16	2776.69
Length   90/30, alignment 15/ 9, found:	1901.86	3235.69	2709.95
Length   90/30, alignment 15/ 9, fail:	2155.77	3489.58	2826.33
Length   90/30, alignment 15/15, found:	1901.84	3235.67	2686.36
Length   90/30, alignment 15/15, fail:	2155.77	3485.52	2739.25
Length  120/30, alignment  0/ 0, found:	2151.69	3487.14	3833
Length  120/30, alignment  0/ 0, fail:	2572.44	3927.41	4080.39
Length  120/30, alignment  0/ 3, found:	2152.52	3487.14	3828.12
Length  120/30, alignment  0/ 3, fail:	2573.25	3928.22	4033.2
Length  120/30, alignment  0/ 9, found:	2151.69	3486.33	3831.38
Length  120/30, alignment  0/ 9, fail:	2572.42	3926.59	4083.66
Length  120/30, alignment  0/15, found:	2152.52	3637.7	3828.94
Length  120/30, alignment  0/15, fail:	2573.23	3889.97	4029.95
Length  120/30, alignment  3/ 0, found:	2152.52	3480.62	3826.5
Length  120/30, alignment  3/ 0, fail:	2571.61	3881.03	4080.39
Length  120/30, alignment  3/ 3, found:	2128.09	3485.5	3822.42
Length  120/30, alignment  3/ 3, fail:	2580.56	3912.75	4019.38
Length  120/30, alignment  3/ 9, found:	2128.91	3487.95	3822.42
Length  120/30, alignment  3/ 9, fail:	2587.08	3918.45	4073.08
Length  120/30, alignment  3/15, found:	2148.44	3487.14	3819.17
Length  120/30, alignment  3/15, fail:	2581.38	3916.83	4027.5
Length  120/30, alignment  9/ 0, found:	2129.72	3488.78	3830.56
Length  120/30, alignment  9/ 0, fail:	2479.66	3860.67	4080.41
Length  120/30, alignment  9/ 3, found:	2128.91	3486.33	3827.31
Length  120/30, alignment  9/ 3, fail:	2479.66	3842.77	4029.95
Length  120/30, alignment  9/ 9, found:	2129.72	3485.52	4003.09
Length  120/30, alignment  9/ 9, fail:	2480.47	3826.5	4082.03
Length  120/30, alignment  9/15, found:	2127.28	3451.33	3824.86
Length  120/30, alignment  9/15, fail:	2473.97	3822.44	4030.77
Length  120/30, alignment 15/ 0, found:	2130.53	3456.22	3823.25
Length  120/30, alignment 15/ 0, fail:	2570.8	3895.67	4051.92
Length  120/30, alignment 15/ 3, found:	2150.88	3457.03	3819.17
Length  120/30, alignment 15/ 3, fail:	2581.39	3896.48	4051.92
Length  120/30, alignment 15/ 9, found:	2128.09	3483.08	3820.8
Length  120/30, alignment 15/ 9, fail:	2587.08	3922.53	4047.03
Length  120/30, alignment 15/15, found:	2128.09	3486.33	3797.2
Length  120/30, alignment 15/15, fail:	2571.61	3916.83	3996.58
Length  150/30, alignment  0/ 0, found:	2399.91	3736.98	4943.86
Length  150/30, alignment  0/ 0, fail:	2820.62	4189.45	5293.78
Length  150/30, alignment  0/ 3, found:	2382	3736.97	5340.98
Length  150/30, alignment  0/ 3, fail:	2821.45	4165.86	5288.08
Length  150/30, alignment  0/ 9, found:	2395.83	3732.09	4942.22
Length  150/30, alignment  0/ 9, fail:	2820.64	4188.64	5288.89
Length  150/30, alignment  0/15, found:	2377.92	3705.23	4930.83
Length  150/30, alignment  0/15, fail:	2820.64	4187.02	5285.66
Length  150/30, alignment  3/ 0, found:	2379.56	3737.8	4941.41
Length  150/30, alignment  3/ 0, fail:	2865.39	4203.28	5295.42
Length  150/30, alignment  3/ 3, found:	2376.3	3736.16	4938.16
Length  150/30, alignment  3/ 3, fail:	2865.41	4174.81	5285.64
Length  150/30, alignment  3/ 9, found:	2376.31	3733.72	4938.16
Length  150/30, alignment  3/ 9, fail:	2853.19	4195.97	5284.83
Length  150/30, alignment  3/15, found:	2378.73	3711.75	4935.72
Length  150/30, alignment  3/15, fail:	3063.16	4178.88	5278.31
Length  150/30, alignment  9/ 0, found:	2377.94	3735.36	4942.22
Length  150/30, alignment  9/ 0, fail:	2715.66	4082.84	5292.16
Length  150/30, alignment  9/ 3, found:	2377.92	3735.34	4939.78
Length  150/30, alignment  9/ 3, fail:	2718.11	4081.22	5288.91
Length  150/30, alignment  9/ 9, found:	2399.09	3736.16	4939.77
Length  150/30, alignment  9/ 9, fail:	2718.92	4082.84	5292.97
Length  150/30, alignment  9/15, found:	2399.08	3737.78	4935.72
Length  150/30, alignment  9/15, fail:	2723.8	4083.66	5275.88
Length  150/30, alignment 15/ 0, found:	2377.12	3735.36	4938.97
Length  150/30, alignment 15/ 0, fail:	2871.09	4195.97	5320.64
Length  150/30, alignment 15/ 3, found:	2403.16	3738.61	4938.14
Length  150/30, alignment 15/ 3, fail:	2871.91	4365.23	5281.58
Length  150/30, alignment 15/ 9, found:	2379.56	3734.53	4936.53
Length  150/30, alignment 15/ 9, fail:	2851.56	4176.44	5318.19
Length  150/30, alignment 15/15, found:	2403.97	3733.72	4914.55
Length  150/30, alignment 15/15, fail:	2872.72	4174	5279.95
Length  180/30, alignment  0/ 0, found:	2627.77	3984.38	6061.2
Length  180/30, alignment  0/ 0, fail:	3261.72	4615.88	6572.27
Length  180/30, alignment  0/ 3, found:	2631.02	3988.44	6059.56
Length  180/30, alignment  0/ 3, fail:	3262.53	4663.09	6571.45
Length  180/30, alignment  0/ 9, found:	2648.92	3953.45	6059.58
Length  180/30, alignment  0/ 9, fail:	3285.31	4619.95	6572.27
Length  180/30, alignment  0/15, found:	2628.58	3984.38	6215
Length  180/30, alignment  0/15, fail:	3263.34	4619.14	6560.88
Length  180/30, alignment  3/ 0, found:	2628.59	3984.38	6053.88
Length  180/30, alignment  3/ 0, fail:	3317.06	4658.2	6566.56
Length  180/30, alignment  3/ 3, found:	2649.75	3955.08	6052.25
Length  180/30, alignment  3/ 3, fail:	3317.88	4671.22	6562.5
Length  180/30, alignment  3/ 9, found:	2648.92	3981.94	6052.25
Length  180/30, alignment  3/ 9, fail:	3328.45	4659.84	6564.94
Length  180/30, alignment  3/15, found:	2647.3	3989.27	6044.92
Length  180/30, alignment  3/15, fail:	3317.06	4655.77	6552.73
Length  180/30, alignment  9/ 0, found:	2644.03	3952.64	6058.77
Length  180/30, alignment  9/ 0, fail:	3128.27	4470.2	6704.11
Length  180/30, alignment  9/ 3, found:	2659.52	3987.62	6057.95
Length  180/30, alignment  9/ 3, fail:	3116.06	4489.73	6566.56
Length  180/30, alignment  9/ 9, found:	2628.58	3986.81	6057.14
Length  180/30, alignment  9/ 9, fail:	3126.62	4487.3	6558.44
Length  180/30, alignment  9/15, found:	2649.75	3985.19	6044.11
Length  180/30, alignment  9/15, fail:	3126.62	4485.67	6556.8
Length  180/30, alignment 15/ 0, found:	2643.23	3986.81	6057.94
Length  180/30, alignment 15/ 0, fail:	3316.25	4660.64	6571.45
Length  180/30, alignment 15/ 3, found:	2626.95	3986.81	6052.25
Length  180/30, alignment 15/ 3, fail:	3317.86	4659.83	6558.44
Length  180/30, alignment 15/ 9, found:	2627.77	4133.3	6053.86
Length  180/30, alignment 15/ 9, fail:	3317.88	4638.67	6559.25
Length  180/30, alignment 15/15, found:	2629.39	3955.08	6031.91
Length  180/30, alignment 15/15, fail:	3319.5	4635.42	6529.14
Length  210/30, alignment  0/ 0, found:	2879.23	4231.77	7178.56
Length  210/30, alignment  0/ 0, fail:	3709.31	5100.91	7858.89
Length  210/30, alignment  0/ 3, found:	2878.42	4235.03	7177.73
Length  210/30, alignment  0/ 3, fail:	3711.77	5100.92	7857.27
Length  210/30, alignment  0/ 9, found:	2880.05	4237.47	7176.11
Length  210/30, alignment  0/ 9, fail:	3732.09	5101.73	7858.06
Length  210/30, alignment  0/15, found:	2902.83	4389.64	7172.86
Length  210/30, alignment  0/15, fail:	3717.45	5101.72	7832.03
Length  210/30, alignment  3/ 0, found:	2879.22	4240.72	7169.59
Length  210/30, alignment  3/ 0, fail:	3777.67	5104.16	7855.64
Length  210/30, alignment  3/ 3, found:	2879.23	4236.66	7167.97
Length  210/30, alignment  3/ 3, fail:	3777.67	5104.98	7805.98
Length  210/30, alignment  3/ 9, found:	2905.28	4237.45	7167.14
Length  210/30, alignment  3/ 9, fail:	3774.42	5105.8	7849.94
Length  210/30, alignment  3/15, found:	2902.03	4236.66	7156.58
Length  210/30, alignment  3/15, fail:	3776.03	5153.81	7988.28
Length  210/30, alignment  9/ 0, found:	2880.03	4207.34	7176.09
Length  210/30, alignment  9/ 0, fail:	3512.38	4866.53	7857.27
Length  210/30, alignment  9/ 3, found:	2879.23	4235.84	7173.67
Length  210/30, alignment  9/ 3, fail:	3513.19	4910.47	7845.88
Length  210/30, alignment  9/ 9, found:	2899.58	4236.66	7174.48
Length  210/30, alignment  9/ 9, fail:	3572.59	4919.42	7858.08
Length  210/30, alignment  9/15, found:	2903.64	4237.45	7168.8
Length  210/30, alignment  9/15, fail:	3530.27	4913.73	7830.41
Length  210/30, alignment 15/ 0, found:	2877.61	4237.47	7173.67
Length  210/30, alignment 15/ 0, fail:	3777.67	5254.72	7845.86
Length  210/30, alignment 15/ 3, found:	2893.88	4204.91	7165.52
Length  210/30, alignment 15/ 3, fail:	3801.28	5073.23	7823.91
Length  210/30, alignment 15/ 9, found:	2878.42	4235.84	7169.59
Length  210/30, alignment 15/ 9, fail:	3771.97	5104.17	7829.58
Length  210/30, alignment 15/15, found:	2876.78	4238.28	7148.44
Length  210/30, alignment 15/15, fail:	3775.22	5107.42	7789.7
Length  240/30, alignment  0/ 0, found:	3128.25	4485.69	8295.08
Length  240/30, alignment  0/ 0, fail:	4160.97	5554.2	9103.19
Length  240/30, alignment  0/ 3, found:	3129.06	4487.31	8474.94
Length  240/30, alignment  0/ 3, fail:	4160.97	5535.48	9099.94
Length  240/30, alignment  0/ 9, found:	3128.25	4482.42	8292.64
Length  240/30, alignment  0/ 9, fail:	4160.16	5551.77	9099.92
Length  240/30, alignment  0/15, found:	3127.44	4488.11	8291.83
Length  240/30, alignment  0/15, fail:	4161.78	5554.2	9104.83
Length  240/30, alignment  3/ 0, found:	3128.25	4488.94	8288.58
Length  240/30, alignment  3/ 0, fail:	4251.31	5572.92	9095.05
Length  240/30, alignment  3/ 3, found:	3129.88	4484.05	8284.5
Length  240/30, alignment  3/ 3, fail:	4222	5728.34	9094.23
Length  240/30, alignment  3/ 9, found:	3153.48	4479.17	8284.52
Length  240/30, alignment  3/ 9, fail:	4252.12	5568.84	9091.8
Length  240/30, alignment  3/15, found:	3129.06	4488.12	8280.44
Length  240/30, alignment  3/15, fail:	4252.92	5570.47	9093.44
Length  240/30, alignment  9/ 0, found:	3151.86	4485.67	8294.28
Length  240/30, alignment  9/ 0, fail:	3966.48	5338.55	9083.66
Length  240/30, alignment  9/ 3, found:	3127.44	4491.38	8289.39
Length  240/30, alignment  9/ 3, fail:	3947.75	5336.91	9227.7
Length  240/30, alignment  9/ 9, found:	3129.06	4456.39	8290.2
Length  240/30, alignment  9/ 9, fail:	3944.5	5310.06	9080.41
Length  240/30, alignment  9/15, found:	3128.25	4485.67	8286.94
Length  240/30, alignment  9/15, fail:	3944.5	5342.61	9099.11
Length  240/30, alignment 15/ 0, found:	3151.86	4487.31	8283.69
Length  240/30, alignment 15/ 0, fail:	4243.98	5569.67	9085.28
Length  240/30, alignment 15/ 3, found:	3126.62	4485.67	8282.88
Length  240/30, alignment 15/ 3, fail:	4239.91	5572.09	9047.86
Length  240/30, alignment 15/ 9, found:	3147.78	4641.92	8285.31
Length  240/30, alignment 15/ 9, fail:	4317.22	5591.62	9605.3
Length  240/30, alignment 15/15, found:	3152.66	4484.86	8260.91
Length  240/30, alignment 15/15, fail:	4251.3	5571.28	9042.14
Length  270/30, alignment  0/ 0, found:	3378.09	4738.77	9406.73
Length  270/30, alignment  0/ 0, fail:	4632.97	6022.14	10373.5
Length  270/30, alignment  0/ 3, found:	3404.14	4737.14	9404.3
Length  270/30, alignment  0/ 3, fail:	4634.59	6018.88	10390.6
Length  270/30, alignment  0/ 9, found:	3379.72	4736.33	9404.3
Length  270/30, alignment  0/ 9, fail:	4620.77	6017.25	10535.5
Length  270/30, alignment  0/15, found:	3378.91	4707.84	9403.48
Length  270/30, alignment  0/15, fail:	4621.58	6002.59	10379.2
Length  270/30, alignment  3/ 0, found:	3396	4707.03	9403.48
Length  270/30, alignment  3/ 0, fail:	4726.56	6013.19	10369.5
Length  270/30, alignment  3/ 3, found:	3402.5	4734.7	9401.03
Length  270/30, alignment  3/ 3, fail:	4698.89	6018.89	10361.3
Length  270/30, alignment  3/ 9, found:	3399.25	4738.77	9402.67
Length  270/30, alignment  3/ 9, fail:	4704.59	6191.41	10366.2
Length  270/30, alignment  3/15, found:	3378.91	4709.47	9400.23
Length  270/30, alignment  3/15, fail:	4696.45	5991.2	10374.4
Length  270/30, alignment  9/ 0, found:	3377.28	4708.66	9405.92
Length  270/30, alignment  9/ 0, fail:	4357.09	5722.66	10369.5
Length  270/30, alignment  9/ 3, found:	3377.28	4704.59	9401.86
Length  270/30, alignment  9/ 3, fail:	4356.28	5725.11	10361.3
Length  270/30, alignment  9/ 9, found:	3377.27	4704.59	9404.3
Length  270/30, alignment  9/ 9, fail:	4542.64	5721.83	10388.2
Length  270/30, alignment  9/15, found:	3378.09	4708.66	9400.22
Length  270/30, alignment  9/15, fail:	4369.31	5721.84	10376
Length  270/30, alignment 15/ 0, found:	3400.89	4704.59	9402.66
Length  270/30, alignment 15/ 0, fail:	4699.7	5992.84	10357.3
Length  270/30, alignment 15/ 3, found:	3400.06	4707.03	9399.41
Length  270/30, alignment 15/ 3, fail:	4724.94	5992.83	10348.3
Length  270/30, alignment 15/ 9, found:	3401.69	4704.58	9550.78
Length  270/30, alignment 15/ 9, fail:	4698.91	6020.52	10354.8
Length  270/30, alignment 15/15, found:	3375.64	4735.52	9376.64
Length  270/30, alignment 15/15, fail:	4698.09	6023.77	10341
Length  300/30, alignment  0/ 0, found:	3630.38	4986.97	10524.9
Length  300/30, alignment  0/ 0, fail:	5075.69	6462.41	11565.8
Length  300/30, alignment  0/ 3, found:	3645.02	4986.17	10521.6
Length  300/30, alignment  0/ 3, fail:	5043.94	6463.2	11517.8
Length  300/30, alignment  0/ 9, found:	3628.73	5147.3	10522.5
Length  300/30, alignment  0/ 9, fail:	5073.25	6426.59	11562.5
Length  300/30, alignment  0/15, found:	3652.34	4955.23	10516
Length  300/30, alignment  0/15, fail:	5070.8	6445.31	11549.5
Length  300/30, alignment  3/ 0, found:	3652.34	4985.36	10516
Length  300/30, alignment  3/ 0, fail:	5187.98	6519.36	11556
Length  300/30, alignment  3/ 3, found:	3652.34	4986.97	10513.5
Length  300/30, alignment  3/ 3, fail:	5186.36	6621.91	11513.7
Length  300/30, alignment  3/ 9, found:	3653.16	4986.16	10514.3
Length  300/30, alignment  3/ 9, fail:	5187.17	6485.19	11558.4
Length  300/30, alignment  3/15, found:	3653.16	4987.8	10511.9
Length  300/30, alignment  3/15, fail:	5186.36	6481.94	11521.8
Length  300/30, alignment  9/ 0, found:	3653.16	4987.8	10522.5
Length  300/30, alignment  9/ 0, fail:	4771.31	6148.28	11564.9
Length  300/30, alignment  9/ 3, found:	3651.53	5167.64	10520.8
Length  300/30, alignment  9/ 3, fail:	4783.53	6130.38	11517.8
Length  300/30, alignment  9/ 9, found:	3657.22	4956.05	10519.2
Length  300/30, alignment  9/ 9, fail:	4785.16	6127.11	11560
Length  300/30, alignment  9/15, found:	3651.53	4986.98	10514.3
Length  300/30, alignment  9/15, fail:	4770.52	6148.28	11546.2
Length  300/30, alignment 15/ 0, found:	3651.53	4984.55	10512.7
Length  300/30, alignment 15/ 0, fail:	5187.17	6481.94	11726.9
Length  300/30, alignment 15/ 3, found:	3653.97	4978.84	10516.8
Length  300/30, alignment 15/ 3, fail:	5185.55	6481.12	11528.3
Length  300/30, alignment 15/ 9, found:	3653.16	4986.98	10517.6
Length  300/30, alignment 15/ 9, fail:	5187.19	6485.19	11527.5
Length  300/30, alignment 15/15, found:	3653.16	4987.8	10494.8
Length  300/30, alignment 15/15, fail:	5187.19	6524.25	11503.9
Length  330/30, alignment  0/ 0, found:	3901.38	5205.89	11773.3
Length  330/30, alignment  0/ 0, fail:	5542.81	6935.22	12782.4
Length  330/30, alignment  0/ 3, found:	3904.62	5238.45	11637.4
Length  330/30, alignment  0/ 3, fail:	5543.62	6966.14	12772.6
Length  330/30, alignment  0/ 9, found:	3903.8	5237.62	11639
Length  330/30, alignment  0/ 9, fail:	5543.62	6966.14	12780
Length  330/30, alignment  0/15, found:	3902.19	5238.45	11636.5
Length  330/30, alignment  0/15, fail:	5721.03	6936.05	12775.1
Length  330/30, alignment  3/ 0, found:	3903	5231.92	11631.7
Length  330/30, alignment  3/ 0, fail:	5648.61	6932.78	12777.5
Length  330/30, alignment  3/ 3, found:	3902.17	5236.83	11630
Length  330/30, alignment  3/ 3, fail:	5648.59	6933.59	12761.2
Length  330/30, alignment  3/ 9, found:	3902.19	5240.08	11631.7
Length  330/30, alignment  3/ 9, fail:	5650.23	6936.84	12946.8
Length  330/30, alignment  3/15, found:	3902.19	5207.52	11628.4
Length  330/30, alignment  3/15, fail:	5650.23	6911.61	12761.2
Length  330/30, alignment  9/ 0, found:	3903	5236.81	11638.2
Length  330/30, alignment  9/ 0, fail:	5199.39	6582.03	12780
Length  330/30, alignment  9/ 3, found:	3903	5236	11636.6
Length  330/30, alignment  9/ 3, fail:	5197.77	6581.22	12770.2
Length  330/30, alignment  9/ 9, found:	3903.81	5209.16	11639
Length  330/30, alignment  9/ 9, fail:	5199.38	6544.59	12788.9
Length  330/30, alignment  9/15, found:	3902.17	5231.12	11630.9
Length  330/30, alignment  9/15, fail:	5199.39	6581.22	12753.9
Length  330/30, alignment 15/ 0, found:	3903.81	5237.62	11636.5
Length  330/30, alignment 15/ 0, fail:	5650.22	6932.78	12774.2
Length  330/30, alignment 15/ 3, found:	3903.81	5236.83	11800.9
Length  330/30, alignment 15/ 3, fail:	5652.67	6930.33	12774.2
Length  330/30, alignment 15/ 9, found:	3903.81	5238.45	11634.1
Length  330/30, alignment 15/ 9, fail:	5622.56	6929.52	12769.4
Length  330/30, alignment 15/15, found:	3899.73	5236.81	11611.3
Length  330/30, alignment 15/15, fail:	5652.67	6933.59	12753.1
Length  360/30, alignment  0/ 0, found:	4150.39	5488.28	12758
